show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s735,Movie,Operation Modern Mirror,Elena Rossi,"Patrick Murphy, Lucas Andersson, Marco Bianchi, Sakura Kimura","Turkey, South Korea","July 2, 2020",2018,TV-MA,70 min,"Anime Features, Children & Family Movies",Love is tested when secrets surface in this poignant drama.
s736,TV Show,Shadow Path,Elena Rossi,"Yuki Sato, Emma Rodriguez",United Kingdom,"December 12, 2022",2011,TV-MA,2 Seasons,"International TV Shows, Docuseries, Crime TV Shows","Haunted by the past, a teenager escapes to seek redemption."
s737,TV Show,Project Night,,"Hana Yoshida, Valentina Rossi",Netherlands,"January 4, 2021",2021,TV-14,2 Seasons,"International TV Shows, Docuseries, TV Dramas","When an old letter brings old wounds to light, unlikely allies must rebuild their lives."
s738,TV Show,Memory Season,Yuki Tanaka,"Sunita Rao, Marco Bianchi, Yuki Sato","Colombia, United States","May 22, 2022",2021,TV-14,2 Seasons,"International TV Shows, Kids' TV, Reality TV",A brilliant scientist navigates a mysterious past in this heartfelt series.
s739,TV Show,A Last Dream,James Chen,"Chloe Dubois, Nathaniel Foster, Henrik Larsen, Ivan Petrov, Marie Jorgensen","South Korea, Brazil, United Kingdom","August 22, 2023",2013,TV-14,2 Seasons,"Korean TV Shows, Kids' TV",Friendship is tested when worlds collide in this darkly comic series.
s740,TV Show,The Last Darkness,Victor Popov,"Aisha Johnson, Raj Mehta, Hana Yoshida, Nadia Ali, Kenji Mori",United States,"July 25, 2018",2012,TV-14,2 Seasons,"Reality TV, TV Dramas","In a war-torn country, a curious outsider is thrust into an adventure of a lifetime."
s741,Movie,The Light Year,James Chen,"Marco Bianchi, Fatima Hassan, Michael Adeyemi",Brazil,"August 30, 2020",2020,R,125 min,"International Movies, Horror Movies",Love is tested when danger strikes in this touching drama.
s742,Movie,Season of Mountains,Paulo Costa,"Marco Bianchi, Olga Ivanova, Fatima Hassan",India,"November 24, 2021",2020,TV-PG,106 min,"International Movies, Sci-Fi & Fantasy, Comedies",Loyalty is tested when the stakes are raised in this poignant drama.
s743,TV Show,The Eastern Bridge,Marie Dubois,"Leila Benoit, Marco Bianchi, Tariq Rahman, Daisuke Ito, Kenji Mori",Brazil,"June 12, 2022",2022,TV-14,1 Season,TV Comedies,A troubled chef navigates a dangerous conspiracy in this heartfelt series.
s744,TV Show,Wind Road,Eva Lindqvist,"Yuki Sato, Valentina Rossi","United States, India, Colombia","November 20, 2021",2021,TV-PG,3 Seasons,TV Dramas,"In a war-torn country, a misunderstood loner reluctantly joins a race against time."
s745,Movie,My Glass Dawn,Raj Patel,"Zara Khan, Jamal Washington, Takeshi Honda, Rosa Fernandez",India,"December 24, 2019",2018,TV-14,111 min,"International Movies, Dramas",A reluctant lawyer navigates a life-changing opportunity in this gripping film.
s746,Movie,Neon Waters,Nina Petrova,"Kenji Mori, James Park, William Chen",Canada,"March 5, 2018",2018,TV-14,95 min,"Documentaries, Anime Features","With nothing left to lose, a teenager travels to confront unfinished business."
s747,Movie,Soul in the Lost Journey,Tariq Mahmoud,"Priya Desai, Fatima Hassan, Blessing Okafor",South Korea,"October 27, 2019",2015,PG-13,128 min,"International Movies, Comedies, Documentaries","In a quiet suburb, an unlikely hero reluctantly joins a race against time."
s748,Movie,Village in the Glass Promise,Diego Morales,"Chris O'Malley, Rosa Fernandez, Yuki Sato, Pierre Lefevre, Zara Khan",India,"December 31, 2020",2014,R,92 min,"International Movies, Comedies",A brilliant scientist discovers a dark secret in this intense film.
s749,Movie,My Eternal Spirit,,"Soo-Jin Park, Anya Sokolova, Michael Adeyemi, Leila Benoit, Ivan Petrov",South Korea,"January 10, 2022",2021,TV-MA,97 min,"International Movies, Horror Movies","When a sudden tragedy upends everything, unlikely allies must fight for survival."
s750,Movie,The House Memory,,"Marco Bianchi, Aisha Johnson, Vikram Sharma, Priya Desai",Bangladesh,"December 14, 2019",2019,TV-PG,102 min,"International Movies, Comedies",This award-winning film explores the complexities of modern love.
s751,TV Show,The Savage Spirit,,"Marco Bianchi, Ryu Watanabe",United Kingdom,"February 2, 2019",2014,TV-PG,2 Seasons,Reality TV,A young entrepreneur struggles with an unexpected truth in this riveting series.
s752,Movie,My Ancient Day,Marie Dubois,"Elise Moreau, Aisha Johnson, Priya Desai, Chris O'Malley, Julia Schneider",United States,"August 31, 2018",2016,PG,100 min,"Children & Family Movies, Stand-Up Comedy",A reluctant scientist discovers an unexpected truth in this compelling film.
s753,TV Show,Into the Song,Takeshi Yamamoto,"Raj Mehta, Soo-Jin Park","Philippines, India","February 13, 2020",2018,TV-14,1 Season,"International TV Shows, TV Comedies, Docuseries",A brilliant lawyer is drawn into a life-changing opportunity in this intense series.
s754,Movie,Village in the Restless Thunder,Aiko Nakamura,"Ingrid Berg, Tomas Novotny",Australia,"January 19, 2022",2012,PG,94 min,"Horror Movies, Action & Adventure","In a quiet suburb, a former champion leads a dangerous mission."
s755,Movie,Project Secret,Fatima Al-Rashid,"Amelia Wright, David Okafor",United States,"April 17, 2020",2006,PG,101 min,"Thrillers, Action & Adventure","Haunted by the past, a woman travels to protect loved ones."
s756,Movie,Project World,Ravi Kapoor,"Liam Nakamura, Lucas Andersson, Raul Castillo, Marco Bianchi, Kenji Mori",India,"December 2, 2020",2015,TV-14,80 min,"International Movies, Comedies","With nothing left to lose, a woman escapes to solve an old mystery."
s757,TV Show,The Coastal World,Raj Patel,"James Park, Emma Rodriguez",India,"May 22, 2020",2019,TV-MA,1 Season,"International TV Shows, Kids' TV, TV Comedies","When a sudden tragedy upends everything, two strangers must fight for survival."
s758,Movie,Operation Wild Fire,Omar Hassan,"Aisha Johnson, Ingrid Berg, Carlos Gutierrez, Emma Rodriguez",Germany,"November 15, 2020",2018,TV-14,110 min,"International Movies, Horror Movies",Friendship is tested when alliances shift in this captivating drama.
s759,TV Show,Wind,Hana Park,"Daniel Brooks, Sunita Rao, Liam Nakamura, Tariq Rahman, Samuel Obi",India,"January 31, 2019",2017,TV-14,7 Seasons,"International TV Shows, Reality TV",Friendship is tested when worlds collide in this poignant series.
s760,Movie,Memory in the Northern Heart,,"Yuki Sato, Ji-Hye Kim, Aisha Johnson, Kenji Mori",India,"September 7, 2019",2017,TV-MA,97 min,"International Movies, Stand-Up Comedy",This critically acclaimed film explores the pursuit of dreams.
s761,Movie,A Fierce Mind,Alejandro Cruz,"Isabelle Martin, Priya Desai, Liam Nakamura, Marie Jorgensen, Raul Castillo",United Kingdom,"June 12, 2022",2021,TV-14,70 min,"Stand-Up Comedy, Comedies",A troubled journalist is drawn into a mysterious past in this intense film.
s762,TV Show,The Rain Rain,Vikram Singh,"Emma Rodriguez, Yoko Tanaka, Tariq Rahman",Spain,"February 13, 2019",2017,TV-Y7,7 Seasons,"Korean TV Shows, Crime TV Shows, International TV Shows",This award-winning series chronicles the bonds of family.
s763,Movie,A Frozen Storm,Michael Okonkwo,"Aisha Johnson, Sophie Laurent",United States,"August 31, 2022",2019,PG-13,107 min,"Romantic Movies, Comedies","In a futuristic world, a seasoned professional is thrust into a quest for justice."
s764,Movie,Village of Suns,Anya Volkov,"Thomas Fischer, Alejandro Reyes, Roberto Mendez, Marco Bianchi",United States,"October 6, 2018",2013,PG-13,82 min,"Anime Features, Action & Adventure, Sci-Fi & Fantasy",This emotionally charged film sheds light on life in a changing world.
s765,Movie,When Stars Fall,Thomas Weber,"Thomas Fischer, Henrik Larsen, Matteo Ricci, Liam Nakamura, Anika Das",United States,"December 14, 2022",2022,PG-13,70 min,"Documentaries, Sci-Fi & Fantasy, Horror Movies","In a remote village, a curious outsider embarks on a race against time."
s766,Movie,Fading Promise Flame,,"Mina Aoki, Priya Desai, Soo-Jin Park, Ji-Hye Kim",India,"August 27, 2019",2019,PG-13,114 min,"Stand-Up Comedy, Children & Family Movies, Thrillers",A young entrepreneur must confront an unexpected truth in this gripping film.
s767,Movie,A Shattered Dusk,Lucas Fernandez,"Raul Castillo, Liam Nakamura",Thailand,"January 19, 2022",2020,PG-13,70 min,International Movies,"When an old letter reveals hidden truths, a small community must face their fears."
s768,Movie,House Dusk,Carlos Mendez,"Haruto Suzuki, Sunita Rao, Emma Rodriguez, Kenji Mori, Matteo Ricci",South Korea,"June 25, 2018",2016,R,120 min,Sci-Fi & Fantasy,This visually stunning film chronicles the cost of ambition.
s769,Movie,City of Years,Hana Park,"Emma Rodriguez, Amina Traore",India,"December 22, 2020",2018,TV-14,107 min,"International Movies, Sci-Fi & Fantasy","In a bustling city, a misunderstood loner leads a journey of self-discovery."
s770,TV Show,The Scarlet Forest,,"Chris O'Malley, Tariq Rahman, Mei Chen, Chloe Dubois",Spain,"July 25, 2018",2018,TV-Y,1 Season,"International TV Shows, Docuseries",This critically acclaimed series sheds light on the pursuit of dreams.
s771,Movie,Voice in the Neon Mountain,Sarah O'Brien,"Sophie Laurent, Clara Weber, Sanjay Patel",United States,"February 14, 2022",2018,TV-PG,165 min,"Documentaries, International Movies, Children & Family Movies",Ambition is tested when alliances shift in this poignant drama.
s772,Movie,The Dawn Ocean,Lena Fischer,"Alejandro Reyes, Chris O'Malley, Erik Svensson, Sophie Laurent",India,"December 15, 2022",2010,TV-MA,70 min,"Dramas, Comedies, Romantic Movies",A troubled lawyer navigates a dangerous conspiracy in this compelling film.
s773,Movie,Snow Soul,Freya Nielsen,"Zara Khan, Emeka Eze",United Kingdom,"January 9, 2021",2020,TV-PG,125 min,"Thrillers, Horror Movies, Dramas","In a remote village, a seasoned professional leads a journey of self-discovery."
s774,Movie,The Bitter Door,Sofia Alvarez,"Sophie Laurent, Chris O'Malley, Lucas Andersson",Poland,"March 15, 2018",2018,TV-MA,131 min,"International Movies, Dramas, Sci-Fi & Fantasy",This award-winning film chronicles the weight of tradition.
s775,Movie,Operation Hidden Thunder,Marie Dubois,"Christopher Lee, Amina Traore, Patrick Murphy","France, India","June 28, 2019",2018,R,125 min,"International Movies, Anime Features, Dramas",A brilliant scientist must confront a mysterious past in this intense film.
s776,TV Show,My Silent Mountain,Hana Park,"Elena Popova, Kenji Mori, Anika Das",Japan,"November 10, 2022",2021,TV-PG,2 Seasons,International TV Shows,Friendship is tested when secrets surface in this poignant series.
s777,Movie,Light Truth,Raj Patel,"Sophie Laurent, Roberto Mendez",United States,"July 28, 2022",2021,PG-13,92 min,"Romantic Movies, Sci-Fi & Fantasy","With nothing left to lose, a teenager escapes to seek redemption."
s778,TV Show,The Soul Rain,Takeshi Yamamoto,"Chris O'Malley, Thomas Fischer, Liam Nakamura, Amara Williams, Clara Weber",United States,"November 11, 2015",2014,TV-MA,3 Seasons,"Reality TV, Kids' TV","Following a devastating loss, a teenager arrives in start a new life."
s779,Movie,Ocean in the Gentle Light,,"Emma Rodriguez, Liam Nakamura, Mei Chen, Omar Diallo",United States,"March 5, 2023",2023,TV-14,88 min,"Action & Adventure, Dramas","When a family reunion changes their lives, estranged siblings must rebuild their lives."
s780,Movie,The Eastern Earth,,"Yuki Sato, Luis Herrera, Aisha Johnson, Chris O'Malley, Sophie Laurent",Poland,"January 27, 2022",2021,R,70 min,International Movies,"In a quiet suburb, a former champion embarks on a journey of self-discovery."
s781,Movie,House in the Modern Ocean,Alejandro Cruz,"Karin Eriksson, Lucas Andersson","Argentina, India, Japan","February 12, 2023",2015,PG,118 min,"International Movies, Stand-Up Comedy",This thought-provoking film explores the complexities of modern love.
s782,TV Show,Burning Moon Ocean,Nina Petrova,"Carlos Gutierrez, Eva Lindberg",India,"July 25, 2023",2021,TV-MA,1 Season,"Reality TV, TV Dramas",This thought-provoking series examines the complexities of modern love.
s783,Movie,Operation Southern Desert,,"Hana Yoshida, Alejandro Reyes, Arjun Singh",India,"April 26, 2022",2019,R,112 min,"Comedies, Sci-Fi & Fantasy",Loyalty is tested when the stakes are raised in this darkly comic drama.
s784,TV Show,The Empire Forest,James Chen,"Marcus Campbell, Priya Desai, Lucas Andersson, Fatima Hassan, Thomas Fischer",United States,"December 2, 2020",2020,TV-PG,7 Seasons,"International TV Shows, Korean TV Shows, Crime TV Shows",Loyalty is tested when alliances shift in this suspenseful series.
s785,Movie,The Savage Door,Paulo Costa,"Aisha Johnson, Rafael Silva, Ivan Petrov, Emma Rodriguez",India,"July 14, 2021",2016,PG-13,79 min,"International Movies, Anime Features","When an old letter reveals hidden truths, a small community must find common ground."
s786,Movie,World Moon,Priya Sharma,"Ji-Hye Kim, Aisha Johnson, Raj Mehta",United Kingdom,"January 9, 2017",2017,TV-14,122 min,"Horror Movies, Documentaries",Ambition is tested when danger strikes in this captivating drama.
s787,Movie,Sky of Citys,Raj Patel,"Daisuke Ito, Aisha Johnson",India,"January 23, 2023",2016,TV-MA,128 min,"International Movies, Action & Adventure, Horror Movies","Armed with a dangerous secret, a single parent arrives in confront unfinished business."
s788,Movie,City,Lena Fischer,"Mei Chen, Soo-Jin Park, Fatima Hassan, Liam Nakamura",United States,"July 4, 2021",2020,PG-13,100 min,"Action & Adventure, Anime Features","When a sudden tragedy forces difficult choices, two strangers must rebuild their lives."
s789,TV Show,The Gentle Day,Isabelle Laurent,"Hana Yoshida, Emma Rodriguez","United States, Australia","August 11, 2017",2017,TV-PG,1 Season,"Reality TV, International TV Shows",A young lawyer struggles with a dark secret in this compelling series.
s790,TV Show,The Modern Ocean,,"Gabriela Ramos, Liam Nakamura",Spain,"April 14, 2021",2020,TV-MA,1 Season,Docuseries,"When a chance encounter forces difficult choices, estranged siblings must fight for survival."
s791,Movie,Operation First Moon,Raj Patel,"Chloe Dubois, Liam Nakamura, Rosa Fernandez","India, United Kingdom, Spain","June 9, 2023",2022,PG,145 min,"Thrillers, Documentaries, Stand-Up Comedy","Haunted by the past, a woman escapes to protect loved ones."
s792,Movie,Operation Wild Year,Hana Park,"Sophie Laurent, Omar Diallo, Grace Mensah",Australia,"May 26, 2022",2022,TV-PG,70 min,Children & Family Movies,"In a quiet suburb, a former champion reluctantly joins a journey of self-discovery."
s793,Movie,Garden,Michael Okonkwo,"Andres Vargas, Soo-Jin Park, Raj Mehta, Rosa Fernandez, Gabriel Torres",France,"September 5, 2022",2021,PG-13,84 min,"International Movies, Thrillers, Sci-Fi & Fantasy",A young entrepreneur discovers an unexpected truth in this heartfelt film.
s794,Movie,Bright Memory Bridge,Rosa Gutierrez,"Victor Kozlov, Fatima Hassan, Takeshi Honda, Liam Nakamura",Thailand,"April 9, 2020",2015,PG,70 min,"International Movies, Children & Family Movies, Action & Adventure","Following a devastating loss, a single parent travels to protect loved ones."
s795,TV Show,Lonely Kingdoms,Lucas Fernandez,"Pierre Lefevre, Soo-Jin Park, Emma Rodriguez, Tariq Rahman",United States,"September 2, 2019",2018,TV-Y,3 Seasons,"TV Comedies, Korean TV Shows",A determined doctor discovers a mysterious past in this riveting series.
s796,Movie,Star of Promises,Yuki Tanaka,"Omar Diallo, Daisuke Ito, Chris O'Malley, Priyanka Reddy",United States,"July 26, 2022",2020,TV-MA,112 min,"Stand-Up Comedy, Anime Features, Dramas","When a family reunion upends everything, estranged siblings must rebuild their lives."
s797,Movie,The Door Mountain,James Chen,"Raul Castillo, Marco Bianchi, Liam Nakamura, Rosa Fernandez, David Okafor",Canada,"February 5, 2020",2014,R,128 min,"Dramas, International Movies, Action & Adventure",Love is tested when secrets surface in this touching drama.
s798,Movie,A Iron Village,Nina Petrova,"Ingrid Berg, Priya Desai, Elise Moreau",Belgium,"February 8, 2016",2015,TV-PG,103 min,"Romantic Movies, International Movies, Stand-Up Comedy",This emotionally charged film delves into the cost of ambition.
s799,TV Show,The City Forest,Stefan Mueller,"Chris O'Malley, Yuki Sato, Hana Yoshida, Elise Moreau, Raj Mehta",Brazil,"January 21, 2019",2005,TV-14,2 Seasons,"International TV Shows, Kids' TV",This critically acclaimed series chronicles the complexities of modern love.
